file,path,summary,keywords,size_bytes
Bhagavad-gita-As-It-Is.pdf,/projectnb/cs585/students/siddhank/data_research/data2/Bhagavad-gita-As-It-Is.pdf,"Bhagavad-gītā As It Is Macmillan 1972 COMPLETE EDITION with original Sanskrit text, Roman transliteration, English equivalents, translation and elaborate purports His Divine Grace A. C. Bhaktivedanta Swami Prabhupäda Collier Books A Division of Macmillan Publishing Co., Inc. NEW YORK Collier Macmillan Publishers LONDON To ÇRÉLA BALADEVA VIDYÄBHÜÑAËA who presented so nicely the “Govinda-bhäñya” commentary on Vedänta philosophy For more free downloadable original books visit www.Krishnapath.org Ta...",bhagavad gita as it is,66135830
